Id,SalePrice
1,274132.0380964824
2,163748.75859967188
3,217195.94258968992
4,169446.47707019237
5,252817.73959825755
6,344219.21945626964
7,144952.86350014512
8,150286.40246528113
9,201512.54144958672
10,125225.51026201768
11,225471.70274286374
12,129923.88417759942
13,140063.51334210523
14,155798.47408638248
15,142591.7172443928
16,152148.00469512696
17,145301.52978830307
18,144400.51774735344
19,167997.87918903487
20,193123.58257988485
21,101820.60376158285
22,134117.49707670757
23,178977.51448766136
24,171229.5434538228
25,230629.195624937
26,262544.1659338357
27,126220.40006210784
28,218460.50888974225
29,101196.36810329442
30,237919.0182631134
31,157225.95818321998
32,206421.5147510907
33,291394.0618769732
34,296024.8899482815
35,157307.34698440818
36,135046.71045632672
37,137294.45477222028
38,155128.0264407183
39,198512.80825370626
40,171046.07987592142
41,248183.9124107598
42,128588.61790909007
43,126437.47262211164
44,171944.42711057415
45,159676.1237904293
46,190239.97331560662
47,164828.27702556466
48,202263.65874690065
49,421906.7130904858
50,83385.63201728732
51,170902.36209953198
52,138949.6221258357
53,160087.53437156472
54,121219.80213319577
55,146531.6562102223
56,335671.8383127922
57,112382.71413849629
58,141438.93458492562
59,184079.5749544599
60,257782.9652598012
61,202378.9105869917
62,256263.22709911832
63,198118.6556471299
64,132619.57880615018
65,151639.04657665262
66,204085.30867009587
67,202056.9340464108
68,203657.9224784813
69,189044.41502552357
70,146687.4110634958
71,74372.38483839575
72,313239.43110956514
73,178084.78380284001
74,456387.94028399803
75,122011.23747479188
76,252316.26434344405
77,123378.66066273824
78,110625.63172856184
79,78387.66028397853
80,165336.71011766768
81,125143.4410948735
82,151481.70667623534
83,115198.24296649173
84,218304.17163200717
85,114202.83041606724
86,85285.02241162384
87,169099.95012405328
88,100559.23457654635
89,162589.24270936527
90,257571.7012288563
91,131890.42405777573
92,297408.11149725976
93,78512.22195509668
94,155665.9157983215
95,96438.27814819528
96,323601.9009369548
97,102640.08156403009
98,122049.79921107675
99,157857.84761519494
100,222035.65414185444
101,381140.300551991
102,80839.99584591217
103,247668.53694593033
104,185719.05757927618
105,232073.4808641365
106,265150.3157526435
107,140773.04005324564
108,214715.4259332224
109,239775.07614364394
110,139511.4416460296
111,122574.44262567033
112,132942.34650759978
113,302345.5814792886
114,137132.90579281797
115,142333.90731911894
116,169897.39698275217
117,137057.53965978738
118,147487.6097147265
119,123930.8580449142
120,101936.28311849035
121,195718.6596688828
122,323578.6188115926
123,313793.73738753406
124,126399.31846100278
125,222913.9092084855
126,110407.09007632303
127,278258.6120446763
128,115761.90256051092
129,146260.7895948903
130,205282.17224911507
131,174149.51059515867
132,114722.93765292289
133,103315.78467082845
134,283841.97064433724
135,63477.65146345726
136,175175.61612990507
137,167540.0796522906
138,218214.24889226767
139,193331.8095522802
140,297178.8090557027
141,169488.86325656655
142,125126.48131448872
143,202378.9105869917
144,129440.33735861923
145,165534.46691635123
146,227267.5301119362
147,414137.59232205246
148,129025.81068667605
149,146479.19495785984
150,183372.3118168757
151,121973.30225306946
152,96050.6830934914
153,170727.90365809127
154,117524.98953056667
155,129703.5712522256
156,241468.25740618675
157,182993.4187806135
158,96319.22354096312
159,248009.0657642578
160,237805.16144977708
161,181354.68322076826
162,229318.54675973632
163,279386.1883822019
164,218246.72954720663
165,208319.23872624763
166,75214.6268170085
167,129770.42350810603
168,182239.55634946233
169,153342.67237457252
170,277983.13992957753
171,91848.42971987113
172,242998.63645350994
173,275704.6505599292
174,140931.547960179
175,144781.25879166106
176,120231.15111505485
177,228844.87211746557
178,313860.5940201222
179,359470.9377430322
180,324536.2265645576
181,186317.93736688737
182,154258.53911042752
183,171605.31322281642
184,137447.12446507977
185,120628.7676699143
186,81255.83166135162
187,226639.37043688475
188,140822.3388432341
189,61487.647973334715
190,285126.5275938959
191,131417.76592575677
192,181183.3543592351
193,241959.17633072828
194,125317.73021496761
195,35519.6773295268
196,135787.09179616458
197,283106.61122358846
198,144746.6542018073
199,91607.04003556962
200,322703.01951455127
201,105873.52862017821
202,175348.06176464152
203,155487.54504405396
204,80394.12355063258
205,168116.3614161914
206,74372.38483839575
207,149128.07817847296
208,58583.0381860152
209,143193.7401406053
210,201122.3549870093
211,99619.74245974749
212,267989.8682134477
213,221029.0621217036
214,204584.9517785936
215,283521.72335416893
216,126739.23447255454
217,121355.16190320188
218,156073.55168563995
219,154493.60106642195
220,350831.2081126968
221,132555.2170507111
222,103216.58278884139
223,135047.0042873346
224,307290.0324079913
225,147235.2724839773
226,154215.07142373413
227,146341.89605924694
228,233311.20626647392
229,179971.97675379887
230,104699.18470499558
231,205186.0223524654
232,181601.69929113067
233,233106.46719581063
234,301561.32002626156
235,254340.5730643357
236,236252.3898616982
237,147964.53230536837
238,164210.48599405363
239,205172.90032583353
240,264030.11250260856
241,106720.29600897754
242,97280.14880387059
243,222428.01101134982
244,109260.16614840829
245,197175.6026447741
246,141490.94614283548
