id,SalePrice
1461,124352.03827224605
1462,284157.95099537674
1463,153533.4429104764
1464,162312.6114228029
1465,217338.97287017776
1466,149780.71700666443
1467,204741.51125752696
1468,136199.29297526594
1469,160038.89165259214
1470,149182.82654228248
1471,171024.30923119103
1472,140939.12143809185
1473,140939.12143809185
1474,154073.42187757016
1475,140939.12143809185
1476,277978.76995039254
1477,208637.1422996515
1478,244501.86897997206
1479,277953.1715109016
1480,457460.73346768966
1481,256172.20321221536
1482,204592.72918604268
1483,150180.60612760467
1484,177516.96648979565
1485,175585.50789883864
1486,164812.04791893804
1487,173456.5279498277
1488,193669.79586737772
1489,193281.98931875403
1490,240560.98440305528
1491,155801.30384321095
1492,121969.54533000282
1493,156041.07435865744
1494,215287.77671369977
1495,221488.37343983626
1496,209787.11966229472
1497,161454.98495876967
1498,140939.12143809185
1499,140939.12143809185
1500,153480.83171113319
1501,173682.9577691567
1502,140939.12143809185
1503,282279.8444052683
1504,195997.4608735058
1505,219508.8360651156
1506,238954.01096059874
1507,237139.69987017693
1508,193912.52133485783
1509,131991.15055364548
1510,176382.88885525466
1511,167112.21856979784
1512,236542.89000048352
1513,159166.1643062134
1514,276359.7716862687
1515,208525.9979285868
1516,106304.62308979765
1517,425374.23329918995
1518,211092.49230278016
1519,277685.48769804795
1520,174415.4781490923
1521,175459.93408613413
1522,236168.78225020765
1523,132711.18932735143
1524,139426.0935788702
1525,150365.81260341857
1526,159394.88051588138
1527,128915.04864799688
1528,139854.7676725454
1529,180407.95105466258
1530,214319.73447368457
1531,157184.83942189097
1532,150066.6788664475
1533,188315.6404071776
1534,124917.99510466632
1535,167007.4226944151
1536,127548.34096678115
1537,131209.6793938344
1538,155659.34478950838
1539,169034.83086898306
1540,191301.87592317857
1541,157157.00144227588
1542,175468.73818774289
1543,159432.70144522542
1544,112671.56018031763
1545,118841.74728173525
1546,129781.46630628369
1547,155407.14473664688
1548,121089.72973403265
1549,120458.6743156421
1550,168850.42964674765
1551,177702.05499340777
1552,173819.50473586473
1553,135028.36234066443
1554,134929.27212402565
1555,241557.73165597735
1556,120743.42027046425
1557,167112.21856979784
1558,121043.19390358702
1559,159222.00162159177
1560,190376.04710548534
1561,245612.64945230848
1562,131116.49526984873
1563,144019.9781817123
1564,208333.27113483197
1565,128961.59902265947
1566,199703.72118067683
1567,124834.1194075297
1568,155649.6732510075
1569,145046.99630745684
1570,117607.85000248451
1571,146727.02666681304
1572,173695.43937538634
1573,157032.22997496082
1574,183211.00643329424
1575,211918.32602454815
1576,170620.7934609192
1577,199674.52292714658
1578,116173.0592848259
1579,144562.41913679495
1580,145874.40247652112
1581,155203.78464691938
1582,140434.16908195388
1583,298471.8923941809
1584,186127.6549818597
1585,150066.6788664475
1586,103863.00103423743
1587,120215.99635405105
1588,169821.12625749205
1589,127781.903342606
1590,164354.55601002535
1591,131398.39334019064
1592,158474.0773177145
